uid,Licensee,DBA,License_No,Street_Address,City,ZIP,County,Category,Month,Year,Certification,source_geo,lat,long,geometry
2721,GREEN MEDICALS WELLNESS CENTER #5 LLC,SMOKEY'S,402R-00554,"5740 South College Avenue, Unit C",Fort Collins,80525,Larimer,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,40.507774,-105.07732,POINT (-105.07732 40.507774)
2788,KIND CARE OF COLORADO LLC,KIND CARE OF COLORADO,402R-00516,6617 South College Avenue Building A,Fort Collins,80525,Larimer,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,40.49481,-105.07733,POINT (-105.07733 40.49481)
2856,NATURAL ALTERNATIVES FOR HEALTH LLC,,402R-00477,6712 South College Avenue,Fort Collins,80525,Larimer,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,40.49319,-105.07738,POINT (-105.07738 40.49319)
2951,SOLACE MEDS LLC,,402R-00239,"301 Smokey Street, Unit A",Fort Collins,80525,Larimer,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,40.506508,-105.07429,POINT (-105.07429 40.506508)
55,BBM ENTERPRISES LLC,,402-00206,"138 Main Street, Unit 6B",Lyons,80540,Boulder,MED Licensed Center,3,2019,,TEXAS,40.2223757,-105.2644145,POINT (-105.2644145 40.2223757)
277,LYONS FINEST CONFIDENTIAL CARE LLC,TUMBLEWEED,402-00274,4071 Ute Highway,Lyons,80540,Boulder,MED Licensed Center,3,2019,,,,,
2567,BBM ENTERPRISES LLC,,402R-00358,"138 Main Street, Unit 6A",Lyons,80540,Boulder,MED Licensed Retail Marijuana Store,3,2019,,TEXAS,40.2223757,-105.2644145,POINT (-105.2644145 40.2223757)
2748,HIGH CULTURE LLC,HIGH CULTURE CANNABIS,402R-00772,4170 Ute Highway,Lyons,80540,Boulder,MED Licensed Retail Marijuana Store,3,2019,,NOM,40.2161282,-105.2564436,POINT (-105.2564436 40.2161282)
2817,LYONS FINEST CONFIDENTIAL CARE LLC,TUMBLEWEED,402R-00464,4071 Ute Highway,Lyons,80540,Boulder,MED Licensed Retail Marijuana Store,3,2019,,,,,
1625,NATURES HERBS & WELLNESS CENTER III LLC,NATURES HERBS AND WELLNESS CENTER III,404R-00391,3220 Center Drive,Milliken,80543,Weld,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,CENSUS,40.33112,-104.83392,POINT (-104.83392 40.33112)
2862,NATURES HERBS & WELLNESS CENTER III LLC,NATURES HERBS AND WELLNESS CENTER III,402R-00735,3220 Center Drive,Milliken,80543,Weld,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,40.33112,-104.83392,POINT (-104.83392 40.33112)
1389,TDS CONSULTING LLC,,407R-00009,5452 East 140th Place,Thornton,80602,Adams,MED Licensed Retail Operator,3,2019,,TEXAS,39.9504601,-104.9240953,POINT (-104.9240953 39.9504601)
2596,CANNABIS KING LLC,GREEN DRAGON COLORADO,402R-00631,5823 East 128th Avenue,Thornton,80602,Adams,MED Licensed Retail Marijuana Store,3,2019,,TEXAS,39.9288486,-104.9200845,POINT (-104.9200845 39.9288486)
86,CANNABIS CARE WELLNESS CENTERS LLC,SMOKEY'S,402-00419,2515 7th Avenue,Garden City,80631,Weld,MED Licensed Center,3,2019,,TEXAS,40.3968391,-104.6901987,POINT (-104.6901987 40.3968391)
270,LIVWELL I LLC,LIVWELL,402-00903,2647 8th Avenue Suite B,Garden City,80631,Weld,MED Licensed Center,3,2019,,TEXAS,40.3938651,-104.6918257,POINT (-104.6918257 40.3938651)
323,NATURES HERBS & WELLNESS CENTER,NATURES HERBS & WELLNESS CENTER,402-00062,522 27th Street,Garden City,80631,Weld,MED Licensed Center,3,2019,,TEXAS,40.3943828,-104.6859258,POINT (-104.6859258 40.3943828)
592,CANNABIS CARE WELLNESS CENTERS LLC,SMOKEY'S,403-00637,2515 7th Avenue,Garden City,80631,Weld,MED Licensed Cultivator,3,2019,,TEXAS,40.3968391,-104.6901987,POINT (-104.6901987 40.3968391)
730,GREEN MEDICALS WELLNESS CENTER #5 LLC,SMOKEYS,403-01326,2515 7th Avenue,Garden City,80631,Weld,MED Licensed Cultivator,3,2019,,TEXAS,40.3968391,-104.6901987,POINT (-104.6901987 40.3968391)
913,NATURES HERBS & WELLNESS CENTER,NATURES HERBS & WELLNESS CENTER,403-00085,522 27th Street,Garden City,80631,Weld,MED Licensed Cultivator,3,2019,,TEXAS,40.3943828,-104.6859258,POINT (-104.6859258 40.3943828)
1297,NATURES KITCHEN LLC,,404-00339,522 27th Street,Garden City,80631,Weld,MED Licensed Infused Product Manufacturer,3,2019,,TEXAS,40.3943828,-104.6859258,POINT (-104.6859258 40.3943828)
1375,XG PLATINUM CORPORATION,,404-00422,422 26th Street,Garden City,80631,Weld,MED Licensed Infused Product Manufacturer,3,2019,,TEXAS,40.3956006,-104.6852831,POINT (-104.6852831 40.3956006)
1627,NATURES KITCHEN LLC,,404R-00009,522 27th Street,Garden City,80631,Weld,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,TEXAS,40.3943828,-104.6859258,POINT (-104.6859258 40.3943828)
1721,XG PLATINUM CORPORATION,,404R-00100,422 26th Street,Garden City,80631,Weld,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,TEXAS,40.3956006,-104.6852831,POINT (-104.6852831 40.3956006)
1828,CANNABIS CARE WELLNESS CENTERS LLC,SMOKEY'S,403R-00221,2515 7th Avenue,Garden City,80631,Weld,MED Licensed Retail Cultivator,3,2019,,TEXAS,40.3968391,-104.6901987,POINT (-104.6901987 40.3968391)
2188,NATURES HERBS & WELLNESS CENTER,,403R-00066,540  27th Street,Garden City,80631,Weld,MED Licensed Retail Cultivator,3,2019,,NOM,40.39448061,-104.6866871,POINT (-104.6866871 40.39448061)
2435,XG PLATINUM CORPORATION,,403R-00160,2506  6th Avenue,Garden City,80631,Weld,MED Licensed Retail Cultivator,3,2019,,NOM,40.39679637,-104.6874197,POINT (-104.6874197 40.39679637)
2592,CANNABIS CARE WELLNESS CENTERS LLC,SMOKEYS,402R-00169,2515 7th Avenue,Garden City,80631,Weld,MED Licensed Retail Marijuana Store,3,2019,,NOM,40.39678959,-104.6899613,POINT (-104.6899613 40.39678959)
2808,LIVWELL I LLC,LIVWELL,402R-00194,"2647 8th Avenue, Unit B",Garden City,80631,Weld,MED Licensed Retail Marijuana Store,3,2019,,TEXAS,40.3938651,-104.6918257,POINT (-104.6918257 40.3938651)
2860,NATURES HERBS & WELLNESS CENTER,,402R-00052,540  27th Street,Garden City,80631,Weld,MED Licensed Retail Marijuana Store,3,2019,,NOM,40.39448061,-104.6866871,POINT (-104.6866871 40.39448061)
3058,XG PLATINUM CORPORATION,,402R-00122,2506  6th Avenue,Garden City,80631,Weld,MED Licensed Retail Marijuana Store,3,2019,,NOM,40.39679637,-104.6874197,POINT (-104.6874197 40.39679637)
1298,NEXT1 LABS LLC,NEXT1 LABS,404-00561,"9670 Dallas Street, Units 3 & 4",Henderson,80640,Adams,MED Licensed Infused Product Manufacturer,3,2019,,TEXAS,39.8727627,-104.8748755,POINT (-104.8748755 39.8727627)
1330,SIMA SCIENCES LLC,1906,404-00515,"9690 Dallas Street, Units A and B",Henderson,80640,Adams,MED Licensed Infused Product Manufacturer,3,2019,,TEXAS,39.8732204,-104.8751158,POINT (-104.8751158 39.8732204)
1338,SR COLORADO LLC,SHIFT REFINERY,404-00511,"9690 Dallas Street, Units I & J",Commerce City,80640,Adams,MED Licensed Infused Product Manufacturer,3,2019,,CENSUS,39.87326,-104.87614,POINT (-104.87614 39.87326)
1339,STARBUDS MIPS LLC,,404-00499,"9670 Dallas Street, Units 5 & 6",Henderson,80640,Adams,MED Licensed Infused Product Manufacturer,3,2019,,TEXAS,39.8727627,-104.8748755,POINT (-104.8748755 39.8727627)
1603,MACLONE OPERATIONS LLC,,404R-00236,"9670 Dallas Street, Unit 2,",Henderson,80640,Adams,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,CENSUS,39.872753,-104.87614,POINT (-104.87614 39.872753)
1616,MILE HIGH XTRACTIONS LLC,MILE HIGH XTRACTIONS,404R-00235,"9690 Dallas Street, Unit C",Henderson,80640,Adams,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,CENSUS,39.87326,-104.87614,POINT (-104.87614 39.87326)
1629,NEXT1 LABS LLC,NEXT1 LABS,404R-00220,"9670 Dallas Street, Units 3 & 4",Henderson,80640,Adams,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,TEXAS,39.8727627,-104.8748755,POINT (-104.8748755 39.8727627)
1668,SIMA SCIENCES LLC,1906,404R-00187,"9690 Dallas Street, Units A and B",Henderson,80640,Adams,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,TEXAS,39.8732204,-104.8751158,POINT (-104.8751158 39.8732204)
1679,SR COLORADO LLC,SHIFT REFINERY,404R-00200,"9690 Dallas Street, Units I & J",Commerce City,80640,Adams,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,CENSUS,39.87326,-104.87614,POINT (-104.87614 39.87326)
1680,STARBUDS MIPS LLC,,404R-00182,"9670 Dallas Street, Units 5 & 6",Henderson,80640,Adams,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,TEXAS,39.8727627,-104.8748755,POINT (-104.8748755 39.8727627)
1710,TY WEBB ENTERPRISES LLC,,404R-00361,9792 Hanover Court,Henderson,80640,Adams,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,CENSUS,39.87376,-104.86812,POINT (-104.86812 39.87376)
2001,GREEN NIMBUS LLC,,403R-00941,9690 Dallas Street Unit H,Henderson,80640,Adams,MED Licensed Retail Cultivator,3,2019,,CENSUS,39.87326,-104.87614,POINT (-104.87614 39.87326)
2398,TY WEBB ENTERPRISES LLC,,403R-00982,9792 Hanover Court,Henderson,80640,Adams,MED Licensed Retail Cultivator,3,2019,,CENSUS,39.87376,-104.86812,POINT (-104.86812 39.87376)
1842,CERES ROOTS LLC,CERES ROOTS,403R-01077,182 Lincoln Avenue,Nunn,80648,Weld,MED Licensed Retail Cultivator,3,2019,,TEXAS,40.7066171,-104.7812099,POINT (-104.7812099 40.7066171)
2433,WORLD APOTHIC LLC,,403R-01000,705 Lincoln Avenue,Nunn,80648,Weld,MED Licensed Retail Cultivator,3,2019,,NOM,40.700115,-104.781885,POINT (-104.781885 40.700115)
324,NATURES HERBS & WELLNESS CENTER II LLC,,402-00973,17216 North Frontage Road,Log Lane Village,80705,Morgan,MED Licensed Center,3,2019,,TEXAS,40.27049919,-103.8296535,POINT (-103.8296535 40.27049919)
646,DABS LABS LLC,DABS LABS,403-01727,"128 Maine Street, Building B",Log Lane Village,80705,Morgan,MED Licensed Cultivator,3,2019,,TEXAS,40.26814641,-103.8319332,POINT (-103.8319332 40.26814641)
914,NATURES HERBS & WELLNESS CENTER II LLC,,403-01538,17216 North Frontage Road,Log Lane Village,80705,Morgan,MED Licensed Cultivator,3,2019,,TEXAS,40.27049919,-103.8296535,POINT (-103.8296535 40.27049919)
1191,DABBINGTON LLC,DABBINGTON,404-00583,"130 Maine Street, Unit C",Log Lane Village,80705,Morgan,MED Licensed Infused Product Manufacturer,3,2019,,CENSUS,40.269054,-103.83201,POINT (-103.83201 40.269054)
1192,DABS LABS LLC,DABS LABS,404-00501,"128 Maine Street, Building A",Log Lane Village,80705,Morgan,MED Licensed Infused Product Manufacturer,3,2019,,TEXAS,40.26814641,-103.8319332,POINT (-103.8319332 40.26814641)
1504,DABBINGTON LLC,DABBINGTON,404R-00304,"130 Maine Street, Unit C",Log Lane Village,80705,Morgan,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,CENSUS,40.269054,-103.83201,POINT (-103.83201 40.269054)
1505,DABS LABS LLC,DABS LABS,404R-00186,"128 Maine Street, Building A",Log Lane Village,80705,Morgan,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,TEXAS,40.26814641,-103.8319332,POINT (-103.8319332 40.26814641)
1626,NATURES KITCHEN II LLC,,404R-00171,17224 North Frontage Road,Log Lane Village,80705,Morgan,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,TEXAS,40.27049919,-103.8296535,POINT (-103.8296535 40.27049919)
1891,DABBINGTON LLC,DABBINGTON,403R-00334,"130 Maine Street, Unit C",Log Lane Village,80705,Morgan,MED Licensed Retail Cultivator,3,2019,,CENSUS,40.269054,-103.83201,POINT (-103.83201 40.269054)
1892,DABBINGTON LLC,DABBINGTON,403R-00580,206 Elm Street,Log Lane Village,80705,Morgan,MED Licensed Retail Cultivator,3,2019,,TEXAS,40.26919097,-103.8296041,POINT (-103.8296041 40.26919097)
1893,DABS LABS LLC,DABS LABS,403R-00621,"128 Maine Street, Building B",Log Lane Village,80705,Morgan,MED Licensed Retail Cultivator,3,2019,,TEXAS,40.26814641,-103.8319332,POINT (-103.8319332 40.26814641)
2189,NATURES HERBS & WELLNESS CENTER II LLC,,403R-00634,17224 North Frontage Road,Log Lane Village,80705,Morgan,MED Licensed Retail Cultivator,3,2019,,TEXAS,40.27049919,-103.8296535,POINT (-103.8296535 40.27049919)
2750,HIGH PLAINS STRAINS LLC,HIGH PLAINZ STRAINS & DISPENSARY LLC,402R-00488,17280 North Frontage Road,Log Lane Village,80705,Morgan,MED Licensed Retail Marijuana Store,3,2019,,,,,
2796,LARSEN GROUP LLC,THE GREEN STOP,402R-00252,"130 Maine Street, Unit B",Log Lane Village,80705,Morgan,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,40.269054,-103.83201,POINT (-103.83201 40.269054)
2861,NATURES HERBS & WELLNESS CENTER II,,402R-00341,17224 North Frontage Road,Log Lane Village,80705,Morgan,MED Licensed Retail Marijuana Store,3,2019,,TEXAS,40.27049919,-103.8296535,POINT (-103.8296535 40.27049919)
130,DACONO MEDS LLC,SEDGWICK ALTERNATIVE RELIEF,402-00739,107 Main Avenue,Sedgwick,80749,Sedgwick,MED Licensed Center,3,2019,,TEXAS,40.9345954,-102.5240413,POINT (-102.5240413 40.9345954)
647,DACONO MEDS LLC,SEDGWICK ALTERNATIVE RELIEF,403-01124,107 Main Avenue,Sedgwick,80749,Sedgwick,MED Licensed Cultivator,3,2019,,TEXAS,40.9345954,-102.5240413,POINT (-102.5240413 40.9345954)
1894,DACONO MEDS LLC,SEDGWICK ALTERNATIVE RELIEF,403R-00296,107 Main Avenue,Sedgwick,80749,Sedgwick,MED Licensed Retail Cultivator,3,2019,,TEXAS,40.9345954,-102.5240413,POINT (-102.5240413 40.9345954)
2640,DACONO MEDS LLC,SEDGWICK ALTERNATIVE RELIEF,402R-00223,107 Main Avenue,Sedgwick,80749,Sedgwick,MED Licensed Retail Marijuana Store,3,2019,,NOM,40.93460251,-102.5237271,POINT (-102.5237271 40.93460251)
150,EAGLES NEST WELLNESS CENTER LLC,,402-00266,8455 West Highway 24,Cascade,80809,El Paso,MED Licensed Center,3,2019,,TEXAS,38.9118802,-104.9776963,POINT (-104.9776963 38.9118802)
673,EAGLES NEST WELLNESS CENTER LLC,,403-00399,8455 West Highway 24,Cascade,80809,El Paso,MED Licensed Cultivator,3,2019,,TEXAS,38.9118802,-104.9776963,POINT (-104.9776963 38.9118802)
1000,ROC LABS LLC,STANLEY BROTHERS,403-01833,3721 Wildhorn Road,Florissant,80816,Teller,MED Licensed Cultivator,3,2019,,NOM,38.992583,-105.279507,POINT (-105.279507 38.992583)
2380,TOTANKA LLC,,403R-00377,8550 County Road 90,Lake George,80827,Park,MED Licensed Retail Cultivator,3,2019,,CENSUS,38.978157,-105.36737,POINT (-105.36737 38.978157)
8,KERIS COURIER SERVICE LLC,PINK POWER PUFFERS,406NP-00002,"441 Manitou Avenue Suite 101-A, Building A",Manitou Springs,80829,El Paso,MED Licensed Transporters,3,2019,,TEXAS,38.8571,-104.9072678,POINT (-104.9072678 38.8571)
283,MAGGIES FARM LLC,,402-01115,141 Manitou Avenue,Manitou Springs,80829,El Paso,MED Licensed Center,3,2019,,TEXAS,38.8580911,-104.8950747,POINT (-104.8950747 38.8580911)
2504,KERIS COURIER SERVICE LLC,PINK POWER PUFFERS,406RNP-00002,"441 Manitou Avenue Suite 101-A, Building A",Manitou Springs,80829,El Paso,MED Licensed Retail Transporter,3,2019,,CENSUS,38.857388,-104.90695,POINT (-104.90695 38.857388)
2821,MAGGIES FARM LLC,,402R-00229,141 Manitou Avenue,Manitou Springs,80829,El Paso,MED Licensed Retail Marijuana Store,3,2019,,NOM,38.85806235,-104.8950922,POINT (-104.8950922 38.85806235)
2899,RESERVE1 MANITOU LLC,EMERALD FIELDS,402R-00375,27 Manitou Avenue,Manitou Springs,80829,El Paso,MED Licensed Retail Marijuana Store,3,2019,,NOM,38.85693705,-104.8900608,POINT (-104.8900608 38.85693705)
917,NEAT THINGS LLC,THE STATION,403-01920,"2517 Airport Road, Unit B",Colorado Springs,80901,El Paso,MED Licensed Cultivator,3,2019,,TEXAS,38.82522692,-104.7829987,POINT (-104.7829987 38.82522692)
33,ADAMS GREEN CROSSING LLC,THE CHRONIC BOUTIQUE,402-01144,325 East Pikes Peak Avenue,Colorado Springs,80903,El Paso,MED Licensed Center,3,2019,,NOM,38.83348555,-104.8189131,POINT (-104.8189131 38.83348555)
72,BOBBY BROWN BEST BUDS LLC,,402-00216,506 South Nevada Avenue,Colorado Springs,80903,El Paso,MED Licensed Center,3,2019,,TEXAS,38.8264752,-104.8226129,POINT (-104.8226129 38.8264752)
178,GM CO SPRINGS LLC,GOLDEN MEDS,402-00815,329 East Pikes Peak Avenue,Colorado Springs,80903,El Paso,MED Licensed Center,3,2019,,NOM,38.8334515,-104.8185157,POINT (-104.8185157 38.8334515)
234,ITS ALL GOOD ENTERPRISES LLC,GOOD WEED,402-01109,601 East Las Vegas Street,Colorado Springs,80903,El Paso,MED Licensed Center,3,2019,,TEXAS,38.8169986,-104.8150648,POINT (-104.8150648 38.8169986)
285,MARI MEDS INC,,402-00069,222 East Moreno Avenue,Colorado Springs,80903,El Paso,MED Licensed Center,3,2019,,TEXAS,38.8256032,-104.8209879,POINT (-104.8209879 38.8256032)
306,MODERN MEDICINE LLC,ALTITUDE ORGANIC MEDICINE,402-00935,523 South Tejon Street,Colorado Springs,80903,El Paso,MED Licensed Center,3,2019,,NOM,38.82647752,-104.8237992,POINT (-104.8237992 38.82647752)
320,NATURAL MYSTIC CANNABIS CAREGIVERS LLC,,402-00031,"416 East Colorado Avenue, Suite 101",Colorado Springs,80903,El Paso,MED Licensed Center,3,2019,,TEXAS,38.8327178,-104.8170062,POINT (-104.8170062 38.8327178)
343,PAIN MANAGEMENT SOLUTIONS LLC,HIGH TOPS,402-00116,1022 South Royer Street,Colorado Springs,80903,El Paso,MED Licensed Center,3,2019,,TEXAS,38.8193527,-104.815863,POINT (-104.815863 38.8193527)
350,PIKES PEAK INDUSTRIES LLC,BUD EZ,402-01157,510 East Pikes Peak Avenue,Colorado Springs,80903,El Paso,MED Licensed Center,3,2019,,TEXAS,38.8340868,-104.8149629,POINT (-104.8149629 38.8340868)
400,SLAM ENTERPRISES LLC,NATURALEAF,402-00539,1004 South Tejon Street,Colorado Springs,80903,El Paso,MED Licensed Center,3,2019,,TEXAS,38.8196558,-104.8245853,POINT (-104.8245853 38.8196558)
446,TRICHOME HEALTH CONSULTANTS INC,TRICHOME HEALTH CONSULTANTS,402-01225,1001 South Royer Street,Colorado Springs,80903,El Paso,MED Licensed Center,3,2019,,TEXAS,38.8199783,-104.8148188,POINT (-104.8148188 38.8199783)
682,ENLIGHTENED CARE LLC,HIGH COUNTRY HEALING 4,403-00862,112-114 South Corona Street,Colorado Springs,80903,El Paso,MED Licensed Cultivator,3,2019,,NOM,38.83203329,-104.8172766,POINT (-104.8172766 38.83203329)
779,ITS ALL GOOD ENTERPRISES LLC,GOOD WEED,403-01709,601 East Las Vegas Street,Colorado Springs,80903,El Paso,MED Licensed Cultivator,3,2019,,TEXAS,38.8169986,-104.8150648,POINT (-104.8150648 38.8169986)
810,KIND THERAPEUTICS INC,KIND THERAPEUTICS INC,403-01906,549 East Cimarron Street,Colorado Springs,80903,El Paso,MED Licensed Cultivator,3,2019,,TEXAS,38.826406,-104.8137397,POINT (-104.8137397 38.826406)
851,MARI MEDS INC,,403-00093,222 East Moreno Avenue,Colorado Springs,80903,El Paso,MED Licensed Cultivator,3,2019,,TEXAS,38.8256032,-104.8209879,POINT (-104.8209879 38.8256032)
852,MARI MEDS INC,MARI MEDS,403-01650,223 East Moreno Avenue,Colorado Springs,80903,El Paso,MED Licensed Cultivator,3,2019,,TEXAS,38.8251924,-104.8208355,POINT (-104.8208355 38.8251924)
907,NATURAL MYSTIC CANNABIS CAREGIVERS LLC,,403-00043,"416 East Colorado Avenue, Suite 101",Colorado Springs,80903,El Paso,MED Licensed Cultivator,3,2019,,TEXAS,38.8327178,-104.8170062,POINT (-104.8170062 38.8327178)
939,PAIN MANAGEMENT SOLUTIONS LLC,,403-00164,1022 South Royer Street,Colorado Springs,80903,El Paso,MED Licensed Cultivator,3,2019,,TEXAS,38.8193527,-104.815863,POINT (-104.815863 38.8193527)
949,PIKES PEAK INDUSTRIES LLC,BUD EZ,403-01769,510 East Pikes Peak Avenue,Colorado Springs,80903,El Paso,MED Licensed Cultivator,3,2019,,TEXAS,38.8340868,-104.8149629,POINT (-104.8149629 38.8340868)
950,PIKES PEAK INDUSTRIES LLC,BUD EZ,403-01770,510 East Pikes Peak Avenue,Colorado Springs,80903,El Paso,MED Licensed Cultivator,3,2019,,TEXAS,38.8340868,-104.8149629,POINT (-104.8149629 38.8340868)
1091,TRICHOME HEALTH CONSULTANTS INC,TRICHOME HEALTH CONSULTANTS,403-01871,1001 South Royer Street,Colorado Springs,80903,El Paso,MED Licensed Cultivator,3,2019,,TEXAS,38.8199783,-104.8148188,POINT (-104.8148188 38.8199783)
1145,ADAMS GREEN CROSSING LLC,PI EXTRACT,404-00510,"2727 Palmer Park Boulevard, Suite A",Colorado Springs,80903,El Paso,MED Licensed Infused Product Manufacturer,3,2019,,CENSUS,38.85423,-104.77868,POINT (-104.77868 38.85423)
1256,KIND THERAPEUTICS INC,"KIND THERAPEUTICS, INC",404-00613,549 East Cimarron Street,Colorado Springs,80903,El Paso,MED Licensed Infused Product Manufacturer,3,2019,,TEXAS,38.826406,-104.8137397,POINT (-104.8137397 38.826406)
1290,MT PYPES LLC,MANA,404-00488,1105 South Tejon Street,Colorado Springs,80903,El Paso,MED Licensed Infused Product Manufacturer,3,2019,,TEXAS,38.818235,-104.8239737,POINT (-104.8239737 38.818235)
1315,PIKES PEAK INDUSTRIES LLC,BUD EZ,404-00522,510 East Pikes Peak Avenue,Colorado Springs,80903,El Paso,MED Licensed Infused Product Manufacturer,3,2019,,TEXAS,38.8340868,-104.8149629,POINT (-104.8149629 38.8340868)
32,ADAMS GREEN CROSSING LLC,THE CHRONIC BOUTIQUE,402-01097,3640 West Colorado Avenue,Colorado Springs,80904,El Paso,MED Licensed Center,3,2019,,TEXAS,38.8569411,-104.8844388,POINT (-104.8844388 38.8569411)
35,ADVANCE CURE FOR VERA BESTURA LLC,HERBAN FARMER,402-00789,"2755 Ore Mill Road, Unit 13",Colorado Springs,80904,El Paso,MED Licensed Center,3,2019,,TEXAS,38.84687567,-104.8685596,POINT (-104.8685596 38.84687567)
36,AJC INDUSTRIES LLC,TWEEDLEAF,402-00390,1602 West Colorado Avenue,Colorado Springs,80904,El Paso,MED Licensed Center,3,2019,,TEXAS,38.8398834,-104.8497497,POINT (-104.8497497 38.8398834)
123,CROSSPOINT 3132 LLC,CROSSPOINT MEDICAL CENTER,402-00257,3132 West Colorado Avenue,Colorado Springs,80904,El Paso,MED Licensed Center,3,2019,,TEXAS,38.8540977,-104.8730932,POINT (-104.8730932 38.8540977)
173,GARDEN OF THE BUDZ LLC,GARDEN OF THE BUDZ,402-01071,3178 West Colorado Avenue,Colorado Springs,80904,El Paso,MED Licensed Center,3,2019,,TEXAS,38.8554104,-104.8750425,POINT (-104.8750425 38.8554104)
232,INDY 2 LLC,INDISPENSARY,402-00959,3044 West Colorado Avenue,Colorado Springs,80904,El Paso,MED Licensed Center,3,2019,,TEXAS,38.8531785,-104.8716646,POINT (-104.8716646 38.8531785)
242,JP LABS LLC,JP WELLNESS,402-01081,2419 West Colorado Avenue,Colorado Springs,80904,El Paso,MED Licensed Center,3,2019,,TEXAS,38.8465912,-104.8622608,POINT (-104.8622608 38.8465912)
257,KIRKE LLC,THE HEMP CENTER COLORADO SPRINGS,402-00597,"2501 West Colorado Avenue, Suite 106",Colorado Springs,80904,El Paso,MED Licensed Center,3,2019,,TEXAS,38.8469923,-104.8630615,POINT (-104.8630615 38.8469923)
276,LUX INC,THE LUX LEAF,402-01075,2222 West Colorado Avenue,Colorado Springs,80904,El Paso,MED Licensed Center,3,2019,,TEXAS,38.8453018,-104.8588943,POINT (-104.8588943 38.8453018)
342,P2C3 LLC,THE SECRET STASH,402-00005,"2845 Ore Mill Road, Unit 6",Colorado Springs,80904,El Paso,MED Licensed Center,3,2019,,TEXAS,38.8479737,-104.870136,POINT (-104.870136 38.8479737)
383,RJJ UINTAH LLC,NATIVE ROOTS UINTAH,402-01083,1705 West Uintah Street,Colorado Springs,80904,El Paso,MED Licensed Center,3,2019,,NOM,38.8477275,-104.8462211,POINT (-104.8462211 38.8477275)
433,THE HERB SHOPPE LLC,THE HERB SHOPPE,402-00744,3020 West Colorado Avenue Suite D,Colorado Springs,80904,El Paso,MED Licensed Center,3,2019,,TEXAS,38.8526083,-104.8708666,POINT (-104.8708666 38.8526083)
445,TRICHOME HEALTH CONSULTANTS INC,TRICHOME HEALTH CONSULTANTS,402-00232,2117 West Colorado Avenue,Colorado Springs,80904,El Paso,MED Licensed Center,3,2019,,TEXAS,38.8438197,-104.8577137,POINT (-104.8577137 38.8438197)
510,ADVANCE CURE FOR VERA BESTURA LLC,HERBAN FARMER,403-01195,"2755 Ore Mill Road, Units 13 & 14",Colorado Springs,80904,El Paso,MED Licensed Cultivator,3,2019,,TEXAS,38.84687567,-104.8685596,POINT (-104.8685596 38.84687567)
637,CROSSPOINT 3132 LLC,CROSSPOINT MEDICAL CENTER,403-00387,"3132 West Colorado Avenue,",Colorado Springs,80904,El Paso,MED Licensed Cultivator,3,2019,,TEXAS,38.8540977,-104.8730932,POINT (-104.8730932 38.8540977)
703,GARDEN OF THE BUDZ LLC,GARDEN OF THE BUDZ,403-01667,3178 West Colorado Avenue,Colorado Springs,80904,El Paso,MED Licensed Cultivator,3,2019,,TEXAS,38.8554104,-104.8750425,POINT (-104.8750425 38.8554104)
839,LUX INC,THE LUX LEAF,403-01672,2222 West Colorado Avenue,Colorado Springs,80904,El Paso,MED Licensed Cultivator,3,2019,,TEXAS,38.8453018,-104.8588943,POINT (-104.8588943 38.8453018)
908,NATURAL MYSTIC CANNABIS CAREGIVERS LLC,,403-00335,2125 Busch Avenue,Colorado Springs,80904,El Paso,MED Licensed Cultivator,3,2019,,TEXAS,38.8340808,-104.8608529,POINT (-104.8608529 38.8340808)
1071,THE HERB SHOPPE LLC,THE HERB SHOPPE,403-01132,3020 West Colorado Avenue Suite B & C,Colorado Springs,80904,El Paso,MED Licensed Cultivator,3,2019,,TEXAS,38.8526083,-104.8708666,POINT (-104.8708666 38.8526083)
1086,TRICHOME HEALTH CONSULTANTS INC,TRICHOME HEALTH CONSULTANTS,403-00341,"2285 Busch Avenue, Unit 2",Colorado Springs,80904,El Paso,MED Licensed Cultivator,3,2019,,TEXAS,38.8336981,-104.8639745,POINT (-104.8639745 38.8336981)
1088,TRICHOME HEALTH CONSULTANTS INC,TRICHOME HEALTH CONSULTANTS,403-00346,"2295 Busch Avenue, Unit 3",Colorado Springs,80904,El Paso,MED Licensed Cultivator,3,2019,,CENSUS,38.834286,-104.86623,POINT (-104.86623 38.834286)
